condition,group,label,ITEST_id,step_idx,skill,citation_required,stage1_used,stage3_used,truncated_in_thinking,n_sentences,faithfulness_rate,hallucination_rate,hedge_violation_rate,structural_violation_rate,conditional_faithfulness_rate,conditional_hallucination_rate,n_content_eligible
ablate_citation,ablation,w/o Citation-Forcing Prompt,2711,125,noskill,False,True,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),2711,125,noskill,True,True,False,False,3,,,,0.0,,,
naive,baseline,Naive Prompting,6941,325,percents,False,False,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
template,baseline,Template-only,6941,325,percents,True,True,True,False,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0
full,baseline,MetaKT-Verba (Full),6941,325,percents,True,True,True,False,2,0.0,1.0,0.0,0.0,0.0,1.0,2.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),6941,325,percents,True,False,True,False,3,0.0,1.0,0.0,0.0,0.0,1.0,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,6941,325,percents,False,True,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),6941,325,percents,True,True,False,False,2,,,,0.0,,,
naive,baseline,Naive Prompting,5407,100,sum-of-interior-angles-more-than-3-sides,False,False,True,False,3,0.0,1.0,0.0,,0.0,1.0,3.0
template,baseline,Template-only,5407,100,sum-of-interior-angles-more-than-3-sides,True,True,True,False,2,1.0,0.0,0.0,0.0,1.0,0.0,2.0
full,baseline,MetaKT-Verba (Full),5407,100,sum-of-interior-angles-more-than-3-sides,True,True,True,False,2,0.0,1.0,0.0,0.0,0.0,1.0,2.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),5407,100,sum-of-interior-angles-more-than-3-sides,True,False,True,False,3,0.3333333333333333,0.6666666666666666,0.0,0.0,0.3333333333333333,0.6666666666666666,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,5407,100,sum-of-interior-angles-more-than-3-sides,False,True,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),5407,100,sum-of-interior-angles-more-than-3-sides,True,True,False,False,2,,,,0.0,,,
naive,baseline,Naive Prompting,5347,172,discount,False,False,True,False,3,0.0,1.0,0.0,,0.0,1.0,3.0
template,baseline,Template-only,5347,172,discount,True,True,True,False,3,1.0,0.0,0.0,0.0,1.0,0.0,3.0
full,baseline,MetaKT-Verba (Full),5347,172,discount,True,True,True,False,3,1.0,0.0,0.0,0.0,1.0,0.0,3.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),5347,172,discount,True,False,True,False,3,0.0,1.0,0.0,0.0,0.0,1.0,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,5347,172,discount,False,True,True,False,4,0.5,0.5,0.0,,0.5,0.5,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),5347,172,discount,True,True,False,False,3,,,,0.0,,,
naive,baseline,Naive Prompting,5245,24,fraction-multiplication,False,False,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
template,baseline,Template-only,5245,24,fraction-multiplication,True,True,True,False,2,1.0,0.0,0.0,0.0,1.0,0.0,2.0
full,baseline,MetaKT-Verba (Full),5245,24,fraction-multiplication,True,True,True,False,2,0.0,1.0,0.0,0.0,0.0,1.0,2.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),5245,24,fraction-multiplication,True,False,True,False,3,0.3333333333333333,0.6666666666666666,0.0,0.0,0.3333333333333333,0.6666666666666666,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,5245,24,fraction-multiplication,False,True,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),5245,24,fraction-multiplication,True,True,False,False,2,,,,0.0,,,
naive,baseline,Naive Prompting,5777,211,properties-of-geometric-figures,False,False,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
template,baseline,Template-only,5777,211,properties-of-geometric-figures,True,True,True,False,2,1.0,0.0,0.0,0.0,1.0,0.0,2.0
full,baseline,MetaKT-Verba (Full),5777,211,properties-of-geometric-figures,True,True,True,False,2,0.0,1.0,0.0,0.0,0.0,1.0,2.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),5777,211,properties-of-geometric-figures,True,False,True,False,3,0.0,1.0,0.0,0.0,0.0,1.0,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,5777,211,properties-of-geometric-figures,False,True,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),5777,211,properties-of-geometric-figures,True,True,False,False,2,,,,0.0,,,
naive,baseline,Naive Prompting,7676,928,probability,False,False,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
template,baseline,Template-only,7676,928,probability,True,True,True,False,3,1.0,0.0,0.0,0.0,1.0,0.0,3.0
full,baseline,MetaKT-Verba (Full),7676,928,probability,True,True,True,False,3,0.0,1.0,0.0,0.0,0.0,1.0,3.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),7676,928,probability,True,False,True,False,3,0.0,1.0,0.0,0.0,0.0,1.0,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,7676,928,probability,False,True,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),7676,928,probability,True,True,False,False,3,,,,0.0,,,
naive,baseline,Naive Prompting,1185,171,properties-of-geometric-figures,False,False,True,False,3,0.0,1.0,0.0,,0.0,1.0,3.0
template,baseline,Template-only,1185,171,properties-of-geometric-figures,True,True,True,False,2,1.0,0.0,0.0,0.0,1.0,0.0,2.0
full,baseline,MetaKT-Verba (Full),1185,171,properties-of-geometric-figures,True,True,True,False,2,0.0,1.0,0.0,0.0,0.0,1.0,2.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),1185,171,properties-of-geometric-figures,True,False,True,False,3,0.0,1.0,0.0,0.0,0.0,1.0,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,1185,171,properties-of-geometric-figures,False,True,True,False,4,0.25,0.75,0.0,,0.25,0.75,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),1185,171,properties-of-geometric-figures,True,True,False,False,2,,,,0.0,,,
naive,baseline,Naive Prompting,832,1112,substitution,False,False,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
template,baseline,Template-only,832,1112,substitution,True,True,True,False,2,1.0,0.0,0.0,0.0,1.0,0.0,2.0
full,baseline,MetaKT-Verba (Full),832,1112,substitution,True,True,True,False,2,0.0,1.0,0.0,0.0,0.0,1.0,2.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),832,1112,substitution,True,False,True,False,3,0.0,1.0,0.0,0.0,0.0,1.0,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,832,1112,substitution,False,True,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),832,1112,substitution,True,True,False,False,2,,,,0.0,,,
naive,baseline,Naive Prompting,3791,94,noskill,False,False,True,False,4,0.5,0.5,0.0,,0.5,0.5,4.0
template,baseline,Template-only,3791,94,noskill,True,True,True,False,2,1.0,0.0,0.0,0.0,1.0,0.0,2.0
full,baseline,MetaKT-Verba (Full),3791,94,noskill,True,True,True,False,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),3791,94,noskill,True,False,True,False,3,0.0,1.0,0.0,0.0,0.0,1.0,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,3791,94,noskill,False,True,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),3791,94,noskill,True,True,False,False,1,,,,0.0,,,
naive,baseline,Naive Prompting,363,283,proportion,False,False,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
template,baseline,Template-only,363,283,proportion,True,True,True,False,2,1.0,0.0,0.0,0.0,1.0,0.0,2.0
full,baseline,MetaKT-Verba (Full),363,283,proportion,True,True,True,False,2,0.5,0.5,0.0,0.0,0.5,0.5,2.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),363,283,proportion,True,False,True,False,3,0.0,1.0,0.0,0.0,0.0,1.0,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,363,283,proportion,False,True,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),363,283,proportion,True,True,False,False,2,,,,0.0,,,
naive,baseline,Naive Prompting,4241,743,probability,False,False,True,False,3,0.0,1.0,0.0,,0.0,1.0,3.0
template,baseline,Template-only,4241,743,probability,True,True,True,False,2,1.0,0.0,0.0,0.0,1.0,0.0,2.0
full,baseline,MetaKT-Verba (Full),4241,743,probability,True,True,True,False,2,0.0,1.0,0.0,0.0,0.0,1.0,2.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),4241,743,probability,True,False,True,False,3,0.0,1.0,0.0,0.0,0.0,1.0,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,4241,743,probability,False,True,True,False,4,0.25,0.75,0.0,,0.25,0.75,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),4241,743,probability,True,True,False,False,2,,,,0.0,,,
naive,baseline,Naive Prompting,1305,297,probability,False,False,True,False,3,0.0,1.0,0.0,,0.0,1.0,3.0
template,baseline,Template-only,1305,297,probability,True,True,True,False,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0
full,baseline,MetaKT-Verba (Full),1305,297,probability,True,True,True,False,3,0.3333333333333333,0.6666666666666666,0.0,0.0,0.3333333333333333,0.6666666666666666,3.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),1305,297,probability,True,False,True,False,3,0.0,1.0,0.0,0.0,0.0,1.0,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,1305,297,probability,False,True,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),1305,297,probability,True,True,False,False,3,,,,0.0,,,
naive,baseline,Naive Prompting,4255,400,noskill,False,False,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
template,baseline,Template-only,4255,400,noskill,True,True,True,False,2,1.0,0.0,0.0,0.0,1.0,0.0,2.0
full,baseline,MetaKT-Verba (Full),4255,400,noskill,True,True,True,False,3,0.0,1.0,0.0,0.0,0.0,1.0,3.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),4255,400,noskill,True,False,True,False,3,0.0,1.0,0.0,0.0,0.0,1.0,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,4255,400,noskill,False,True,True,False,4,0.25,0.75,0.0,,0.25,0.75,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),4255,400,noskill,True,True,False,False,3,,,,0.0,,,
naive,baseline,Naive Prompting,215,69,properties-of-geometric-figures,False,False,True,False,3,0.0,1.0,0.0,,0.0,1.0,3.0
template,baseline,Template-only,215,69,properties-of-geometric-figures,True,True,True,False,2,1.0,0.0,0.0,0.0,1.0,0.0,2.0
full,baseline,MetaKT-Verba (Full),215,69,properties-of-geometric-figures,True,True,True,False,2,0.5,0.5,0.0,0.0,0.5,0.5,2.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),215,69,properties-of-geometric-figures,True,False,True,False,4,0.0,1.0,0.0,0.0,0.0,1.0,4.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,215,69,properties-of-geometric-figures,False,True,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),215,69,properties-of-geometric-figures,True,True,False,False,2,,,,0.0,,,
naive,baseline,Naive Prompting,3929,1049,equation-solving,False,False,True,False,3,0.3333333333333333,0.6666666666666666,0.0,,0.3333333333333333,0.6666666666666666,3.0
template,baseline,Template-only,3929,1049,equation-solving,True,True,True,False,3,1.0,0.0,0.0,0.0,1.0,0.0,3.0
full,baseline,MetaKT-Verba (Full),3929,1049,equation-solving,True,True,True,False,3,0.3333333333333333,0.6666666666666666,0.0,0.0,0.3333333333333333,0.6666666666666666,3.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),3929,1049,equation-solving,True,False,True,False,3,0.3333333333333333,0.6666666666666666,0.0,0.0,0.3333333333333333,0.6666666666666666,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,3929,1049,equation-solving,False,True,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),3929,1049,equation-solving,True,True,False,False,3,,,,0.0,,,
naive,baseline,Naive Prompting,1266,106,venn-diagram,False,False,True,False,2,0.0,1.0,0.0,,0.0,1.0,2.0
template,baseline,Template-only,1266,106,venn-diagram,True,True,True,False,2,1.0,0.0,0.0,0.0,1.0,0.0,2.0
full,baseline,MetaKT-Verba (Full),1266,106,venn-diagram,True,True,True,False,2,0.0,1.0,0.0,0.0,0.0,1.0,2.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),1266,106,venn-diagram,True,False,True,False,3,0.0,1.0,0.0,0.0,0.0,1.0,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,1266,106,venn-diagram,False,True,True,False,4,0.25,0.75,0.0,,0.25,0.75,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),1266,106,venn-diagram,True,True,False,False,2,,,,0.0,,,
naive,baseline,Naive Prompting,6695,134,pythagorean-theorem,False,False,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
template,baseline,Template-only,6695,134,pythagorean-theorem,True,True,True,False,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0
full,baseline,MetaKT-Verba (Full),6695,134,pythagorean-theorem,True,True,True,False,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),6695,134,pythagorean-theorem,True,False,True,False,3,0.0,1.0,0.0,0.0,0.0,1.0,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,6695,134,pythagorean-theorem,False,True,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),6695,134,pythagorean-theorem,True,True,False,False,1,,,,0.0,,,
naive,baseline,Naive Prompting,2924,550,percent-of,False,False,True,False,3,0.0,1.0,0.0,,0.0,1.0,3.0
template,baseline,Template-only,2924,550,percent-of,True,True,True,False,2,1.0,0.0,0.0,0.0,1.0,0.0,2.0
full,baseline,MetaKT-Verba (Full),2924,550,percent-of,True,True,True,False,2,0.5,0.5,0.0,0.0,0.5,0.5,2.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),2924,550,percent-of,True,False,True,False,3,0.0,1.0,0.0,0.0,0.0,1.0,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,2924,550,percent-of,False,True,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),2924,550,percent-of,True,True,False,False,2,,,,0.0,,,
naive,baseline,Naive Prompting,5267,772,noskill,False,False,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
template,baseline,Template-only,5267,772,noskill,True,True,True,False,2,1.0,0.0,0.0,0.0,1.0,0.0,2.0
full,baseline,MetaKT-Verba (Full),5267,772,noskill,True,True,True,False,2,0.5,0.5,0.0,0.0,0.5,0.5,2.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),5267,772,noskill,True,False,True,False,3,0.3333333333333333,0.6666666666666666,0.0,0.0,0.3333333333333333,0.6666666666666666,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,5267,772,noskill,False,True,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),5267,772,noskill,True,True,False,False,2,,,,0.0,,,
naive,baseline,Naive Prompting,6950,459,point-plotting,False,False,True,False,4,0.25,0.75,0.0,,0.25,0.75,4.0
template,baseline,Template-only,6950,459,point-plotting,True,True,True,False,2,1.0,0.0,0.0,0.0,1.0,0.0,2.0
full,baseline,MetaKT-Verba (Full),6950,459,point-plotting,True,True,True,False,2,0.5,0.5,0.0,0.0,0.5,0.5,2.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),6950,459,point-plotting,True,False,True,False,3,0.3333333333333333,0.6666666666666666,0.0,0.0,0.3333333333333333,0.6666666666666666,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,6950,459,point-plotting,False,True,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),6950,459,point-plotting,True,True,False,False,2,,,,0.0,,,
naive,baseline,Naive Prompting,542,309,reciprocal,False,False,True,False,4,1.0,0.0,0.0,,1.0,0.0,4.0
template,baseline,Template-only,542,309,reciprocal,True,True,True,False,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0
full,baseline,MetaKT-Verba (Full),542,309,reciprocal,True,True,True,False,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),542,309,reciprocal,True,False,True,False,4,1.0,0.0,0.0,0.0,1.0,0.0,4.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,542,309,reciprocal,False,True,True,False,4,1.0,0.0,0.0,,1.0,0.0,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),542,309,reciprocal,True,True,False,False,1,,,,0.0,,,
naive,baseline,Naive Prompting,5155,188,interpreting-linear-equations,False,False,True,False,4,1.0,0.0,0.0,,1.0,0.0,4.0
template,baseline,Template-only,5155,188,interpreting-linear-equations,True,True,True,False,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0
full,baseline,MetaKT-Verba (Full),5155,188,interpreting-linear-equations,True,True,True,False,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),5155,188,interpreting-linear-equations,True,False,True,False,3,1.0,0.0,0.0,0.0,1.0,0.0,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,5155,188,interpreting-linear-equations,False,True,True,False,4,1.0,0.0,0.0,,1.0,0.0,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),5155,188,interpreting-linear-equations,True,True,False,False,1,,,,0.0,,,
naive,baseline,Naive Prompting,6605,388,inducing-functions,False,False,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
template,baseline,Template-only,6605,388,inducing-functions,True,True,True,False,2,1.0,0.0,0.0,0.0,1.0,0.0,2.0
full,baseline,MetaKT-Verba (Full),6605,388,inducing-functions,True,True,True,False,2,0.5,0.5,0.0,0.0,0.5,0.5,2.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),6605,388,inducing-functions,True,False,True,False,3,0.0,1.0,0.0,0.0,0.0,1.0,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,6605,388,inducing-functions,False,True,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),6605,388,inducing-functions,True,True,False,False,2,,,,0.0,,,
naive,baseline,Naive Prompting,6476,144,substitution,False,False,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
template,baseline,Template-only,6476,144,substitution,True,True,True,False,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0
full,baseline,MetaKT-Verba (Full),6476,144,substitution,True,True,True,False,2,0.5,0.5,0.0,0.0,0.5,0.5,2.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),6476,144,substitution,True,False,True,False,3,0.0,1.0,0.0,0.0,0.0,1.0,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,6476,144,substitution,False,True,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),6476,144,substitution,True,True,False,False,2,,,,0.0,,,
naive,baseline,Naive Prompting,6697,93,pythagorean-theorem,False,False,True,False,3,0.0,1.0,0.0,,0.0,1.0,3.0
template,baseline,Template-only,6697,93,pythagorean-theorem,True,True,True,False,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0
full,baseline,MetaKT-Verba (Full),6697,93,pythagorean-theorem,True,True,True,False,4,0.0,1.0,0.0,0.0,0.0,1.0,4.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),6697,93,pythagorean-theorem,True,False,True,False,3,0.0,1.0,0.0,0.0,0.0,1.0,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,6697,93,pythagorean-theorem,False,True,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),6697,93,pythagorean-theorem,True,True,False,False,4,,,,0.0,,,
naive,baseline,Naive Prompting,4621,359,area,False,False,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
template,baseline,Template-only,4621,359,area,True,True,True,False,2,1.0,0.0,0.0,0.0,1.0,0.0,2.0
full,baseline,MetaKT-Verba (Full),4621,359,area,True,True,True,False,2,0.0,1.0,0.0,0.0,0.0,1.0,2.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),4621,359,area,True,False,True,False,3,0.3333333333333333,0.6666666666666666,0.0,0.0,0.3333333333333333,0.6666666666666666,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,4621,359,area,False,True,True,False,4,0.25,0.75,0.0,,0.25,0.75,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),4621,359,area,True,True,False,False,2,,,,0.0,,,
naive,baseline,Naive Prompting,2738,39,pythagorean-theorem,False,False,True,False,3,0.0,1.0,0.0,,0.0,1.0,3.0
template,baseline,Template-only,2738,39,pythagorean-theorem,True,True,True,False,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0
full,baseline,MetaKT-Verba (Full),2738,39,pythagorean-theorem,True,True,True,False,4,0.0,1.0,0.0,0.0,0.0,1.0,4.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),2738,39,pythagorean-theorem,True,False,True,False,3,0.0,1.0,0.0,0.0,0.0,1.0,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,2738,39,pythagorean-theorem,False,True,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),2738,39,pythagorean-theorem,True,True,False,False,4,,,,0.0,,,
naive,baseline,Naive Prompting,5407,184,probability,False,False,True,False,4,1.0,0.0,0.0,,1.0,0.0,4.0
template,baseline,Template-only,5407,184,probability,True,True,True,False,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0
full,baseline,MetaKT-Verba (Full),5407,184,probability,True,True,True,False,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),5407,184,probability,True,False,True,False,3,1.0,0.0,0.0,0.0,1.0,0.0,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,5407,184,probability,False,True,True,False,4,1.0,0.0,0.0,,1.0,0.0,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),5407,184,probability,True,True,False,False,1,,,,0.0,,,
naive,baseline,Naive Prompting,6235,313,properties-of-geometric-figures,False,False,True,False,3,0.0,1.0,0.0,,0.0,1.0,3.0
